"word","borrowing","phonology","phonlength","AoA","AoA_obj","subtlexzipf","conc","cat","source","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length","age_oldest","age_youngest","age_oldest_num","age_youngest_num","age","effect","ids.code","modern.english","middle.english","old.english","old.english.length"
"oak",5,"5k",2,"7.35",2,"4.23","4.82","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-610","oak","ok-e","aÌ„c",2
"flesh",5,"flES",4,"8.30",4,"4.15","4.59","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-130","flesh","flesh","flÃ_Ì„sc",5
"ice",5,"2s",2,"3.86",2,"4.98","4.89","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","1-770","ice","is","iÌ„s",2
"oar",5,"$R",2,"5.83",2,"3.03","4.84","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-850","oar","or-e","aÌ„r",2
"thigh",5,"T2",2,"6.42",6,"3.48","4.90","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-351","thigh","thigh","leÌ„ow",4
"wave",5,"w1v",3,"4.26",2,"4.55","4.55","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","1-350","wave","wau-e","wÃ_Ì„g",3
"leaf",5,"lif",3,"4.60",2,"4.29","5.00","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-560","leaf","lef","leÌ„af",4
"honey",5,"hVnI",4,"5.44",2,"4.60","4.88","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-840","honey","honi","hunig",5
"barley",5,"b#lI",4,"9.80",4,"3.61","4.59","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-440","barley","ber-e","bere",4
"frog",5,"frQg",4,"4.32",2,"4.05","5.00","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","3-950","frog","frogge","frogga",6
"teat",5,"tit",3,"11.94",12,"2.71","4.38","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-412","nipple","tet-e","(forweard) titt",12
"flea",5,"fli",3,"7.79",4,"3.50","4.89","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","3-813","flea","fle","fleÌ„a",4
"wheat",5,"wit",3,"6.53",2,"3.95","4.89","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-430","wheat","whete","hwÃ_Ì„te",5
"bread",5,"brEd",4,"3.58",2,"4.69","4.92","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-510","bread","bred","hlaÌ„f",4
"song",5,"sQN",3,"4.26",2,"5.10","4.46","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","","","","",NA
"guts",5,"gVts",4,"6.96",4,"3.92","3.85","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-461","intestines","gut","innefaren",9
"side",5,"s2d",3,"4.72",2,"5.55","3.68","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","12-360","side","side","siÌ„de",4
"hawk",5,"h$k",3,"6.74",2,"3.66","4.93","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","3-585","hawk","hauk","hafoc",5
"twelve",5,"twElv",5,"4.48",4,"3.66","3.61","Number","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","13-102","twelve","twelve","twelf",5
"next",5,"nEkst",5,"4.35",2,"5.89","2.56","Number","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","","","","",NA
"under",5,"Vnd@R",5,"5.89",2,"5.60","3.45","Preposition","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","12-070","under","under","under(neoÎ¸an)",11
"through",5,"Tru",3,"5.82",2,"5.94","2.90","Preposition","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","","","","",NA
"behind",5,"bIh2nd",6,"4.90",2,"5.42","3.48","Preposition","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","12-011","behind","behinde-n","Ã_fter",5
"near",5,"n7R",3,"5.41",2,"5.08","2.79","Preposition","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","12-430","near","neigh","neÌ„ah",4
"nothing",5,"nVTIN",5,"5.21",2,"5.64","2.21","Pronoun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","13-000","nothing","","nÃ_Ì„nig",5
"who",5,"hu",2,"3.81",2,"6.32","1.74","Pronoun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","17-680","who?","who","hwaÌ„",3
"beget",5,"bIgEt",5,"14.20",13,"2.17","2.25","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-710","beget","biyeten","gestriÌ„enan",10
"build",5,"bIld",4,"4.45",2,"5.07","3.71","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","9-440","build","bilden","timbriÌ„an",8
"threaten",5,"TrEtH",5,"8.95",6,"3.77","2.63","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","18-440","threaten","threten","Î¸reÌ„at(n)ian",9
"shine",5,"S2n",3,"5.79",2,"4.34","3.85","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","15-560","shine","shinen","sciÌ„nan",6
"weep",5,"wip",3,"8.50",4,"3.40","4.54","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","16-370","cry","wepen","weÌ„pan",5
"bake",5,"b1k",3,"5.50",2,"4.22","4.21","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-240","bake","baken","bacan",5
"dribble",5,"drIbP",5,"6.50",6,"3.18","3.83","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-591","dribble","drevelen","dreflian",8
"plough",5,"pl6",3,"7.11",8,"3.64","3.88","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-210","plow","eren","erian",5
"write",5,"r2t",3,"4.89",2,"4.89","4.22","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","18-510","write","writen","wriÌ„tan",6
"become",5,"bIkVm",5,"5.85",4,"5.28","1.54","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","","","","",NA
"wipe",5,"w2p",3,"4.83",2,"4.00","4.00","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","9-310","wipe","gnodden","",NA
"listen",5,"lIsH",4,"5.40",2,"5.25","3.47","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","15-420","listen","listenen","hlosnian",8
"follow",5,"fQl5",4,"5.11",2,"4.96","3.26","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-520","follow","folwen","folgian",7
"yawn",5,"j$n",3,"5.30",2,"3.26","4.46","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-520","yawn","yenen","giÌ„nan",5
"send",5,"sEnd",4,"5.68",2,"4.95","2.70","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-630","send","senden","sendan",6
"whisper",5,"wIsp@R",6,"4.26",4,"3.67","4.34","Verb","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","18-150","whisper","whisperen","hwisprian",9
"wake",5,"w1k",3,"5.63",2,"4.64","3.11","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-630","wake","wecchen","weccan",6
"wash",5,"wQS",3,"4.00",2,"4.54","4.35","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","9-360","wash","washen","Î¸weÌ„an",5
"see",5,"si",2,"3.06",2,"6.34","3.21","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","15-510","see","sen","seÌ„on",4
"float",5,"fl5t",4,"5.39",2,"3.96","4.07","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-340","float","fleten","fleÌ„otan",7
"hate",5,"h1t",3,"5.53",2,"4.81","1.97","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","16-410","hate","hetien","hati(g)an",7
"lose",5,"luz",3,"5.78",4,"5.11","2.25","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-330","lose","lesen","losian",6
"saw",5,"s$",2,"5.36",2,"5.40","4.46","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","9-480","saw","sau-e","sagu",4
"lock",5,"lQk",3,"5.74",2,"4.42","4.65","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","7-230","lock","lok","loc",3
"bathe",5,"b1D",3,"5.00",2,"3.11","4.19","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-690","bathe","bathen","aÌ„wascan",7
"spin",5,"spIn",4,"5.00",2,"4.41","3.90","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","6-310","spin","spinnen","spinnan",7
"open",5,"5p@n",4,"5.00",2,"5.41","3.21","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","12-240","open","openen","openian",7
"spit",5,"spIt",4,"5.06",4,"3.86","4.71","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-560","spit","speten","spÃ_Ì„tan",6
"burn",5,"b3n",3,"4.72",2,"4.40","4.11","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","1-852","burn","brennen","bÃ_rnan",6
"swallow",5,"swQl5",5,"5.17",2,"3.89","3.89","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-181","swallow","swolwen","swelgan",7
"buy",5,"b2",2,"5.56",2,"5.37","3.35","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-810","buy","bien","bycgan",6
"talk",5,"t$k",3,"3.68",2,"5.52","4.07","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","18-210","speak","speken","sprecan",7
"blow",5,"bl5",3,"4.00",2,"4.71","3.74","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-380","blow","blouen","blaÌ„wan",6
"share",5,"S8R",3,"4.84",2,"4.92","2.96","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-910","share","sheren","brytnian",8
"ditch",5,"dIJ",3,"6.22",4,"3.92","4.50","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-170","ditch","dich-e","diÌ„c",3
"stick",5,"stIk",4,"3.89",2,"5.02","4.59","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","19-250","staff","staf","stÃ_f",4
"swim",5,"swIm",4,"4.17",2,"4.42","4.43","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-350","swim","swimmen","swimman",7
"hold",5,"h5ld",4,"4.67",2,"5.32","3.68","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-150","hold","holden","healdan",7
"hunt",5,"hVnt",4,"6.06",2,"4.69","3.81","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","20-610","hunt","hunten","huntian",7
"owe",5,"5",1,"8.61",2,"4.27","2.07","Verb","None","English",NA,3.45098039215686,0.0276693735464591,1,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-630","owe","ouen","sculan",6
"dive",5,"d2v",3,"7.21",2,"4.26","4.03","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-351","dive","diven","duÌ„fan",5
"fly",5,"fl2",3,"3.05",2,"4.90","4.64","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-370","fly","flien","fleÌ„ogan",7
"walk",5,"w$k",3,"3.45",2,"5.19","4.07","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-450","walk","gon","feÌ„Î¸an",5
"sleep",5,"slip",4,"2.79",2,"4.94","4.44","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-610","sleep","slepen","slÃ_Ì„pan",6
"gather",5,"g{D@R",5,"6.50",2,"4.29","2.75","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","12-210","collect","gaderen","gaderian",8
"sing",5,"sIN",3,"3.47",2,"4.94","4.34","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","18-120","sing","singen","singan",6
"drown",5,"dr6n",4,"7.00",2,"3.61","3.93","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-751","drowned","drouned","gedrencan",9
"knead",5,"nid",3,"8.80",10,"3.01","3.89","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-540","knead","kneden","cnedan",6
"live",5,"lIv",3,"6.10",2,"5.50","3.57","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","7-110","dwell","wonen","wunian",6
"slide",5,"sl2d",4,"4.79",2,"4.17","4.48","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-420","slide","sliden","sliÌ„dan",6
"swear",5,"sw8R",4,"7.21",4,"4.26","2.45","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","21-240","swear","sweren","swerian",7
"bring",5,"brIN",4,"4.42",2,"5.40","2.55","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-620","bring","bringen","brengan",7
"steal",5,"stil",4,"6.17",2,"4.34","3.84","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","21-510","steal","stelen","stelan",6
"nail",5,"n1l",3,"5.42",2,"4.18","4.93","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","9-500","nail","nail","nÃ_gel",5
"forgive",5,"f@gIv",5,"5.44",4,"4.28","1.92","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","16-690","forgive","foryeven","forgiefan",9
"help",5,"hElp",4,"3.65",2,"5.75","2.56","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","19-580","help","helpen","helpan",6
"guess",5,"gEs",3,"5.44",2,"5.16","2.28","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","17-171","guess","gessen","",NA
"shake",5,"S1k",3,"5.26",2,"4.58","4.07","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-260","shake","shaken","wagian",6
"stir",5,"st3R",4,"5.58",4,"4.18","3.76","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-490","stir","stiren","mengan",6
"run",5,"rVn",3,"4.47",2,"5.49","4.31","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-460","run","rennen","iernan",6
"sell",5,"sEl",3,"7.05",2,"5.22","3.35","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-820","sell","sellen","sellan",6
"tell",5,"tEl",3,"4.26",2,"5.82","2.90","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","18-221","tell story","counten","aÌ„reccan",7
"fuck",5,"fVk",3,"11.22",NA,"4.58","3.19","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","4-670","have sexual intercourse","swiven","hÃ_Ì„man",5
"borrow",5,"bQr5",4,"6.95",4,"4.27","3.10","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","11-620","borrow","borwen","(on)borgian",9
"suck",5,"sVk",3,"5.58",6,"3.93","3.46","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","5-160","suck","souken","suÌ„can",5
"drive",5,"dr2v",4,"5.26",2,"5.00","3.86","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-650","drive","driven","driÌ„fan",6
