item	n_trials	err	rt	sd	rtz	n_used
austenque	21	0	912.6666667	358.0214146	0.13914636	21
nomsi	22	0.045454545	664.95	141.6762339	-0.753949308	20
aridait	22	0.090909091	886.75	236.1348485	0.395756076	16
atrétions	23	0.043478261	843.8571429	187.670532	0.040870077	21
éver	22	0.136363636	789.5789474	229.3242042	-0.072090138	19
astruaient	23	0.043478261	918.6818182	278.5577458	0.480408819	22
gention	23	0.086956522	782	175.8411215	-0.027632545	21
troutridu	23	0	695.7826087	162.9980358	-0.665318691	23
rerinisin	21	0.047619048	797.5	307.1710478	0.077581479	20
aplipasprenve	23	0	890.9545455	256.682401	0.045462004	22
craisse	20	0.15	984	253.1637316	0.947680874	17
chatireriez	23	0.347826087	916.8333333	205.3134337	0.700340948	12
celtidait	23	0	819.6818182	229.1677253	-0.157518998	22
anégner	25	0	825.8	207.9883811	0.216890903	25
co	23	0.130434783	872.55	243.1954975	0.379762585	20
cique	22	0.045454545	800.1904762	180.4008368	0.101504852	21
connéprès	25	0	875.52	268.396802	0.16474121	25
retete	24	0.041666667	720.8695652	164.786447	-0.410927935	23
puiscrème	25	0	790.32	143.2046089	-0.005253013	25
sourant	22	0.181818182	899.1176471	253.9185111	0.481529004	17
toucrari	25	0	755.32	256.9436903	-0.390245022	25
émirer	21	0.19047619	921.8823529	213.5424087	0.517213574	17
preucites	23	0.043478261	718.4285714	225.7012564	-0.453848988	21
tatessait	21	0.047619048	851.75	258.342057	0.206371832	20
filmis	20	0.1	794.9444444	195.7454747	0.019339242	18
arrere	24	0.041666667	869.5652174	273.8932815	0.179363074	23
énisment	23	0	860.2727273	299.6205826	0.130446015	22
parsez	23	0	780.7391304	217.11271	-0.222663369	23
droût	24	0.041666667	731.0434783	124.4038432	-0.381590545	23
tombrimecris	24	0	797.7083333	157.9907755	-0.126392013	24
pordite	21	0.047619048	724.15	170.1897625	-0.51090826	20
vultait	23	0.043478261	857.1363636	153.6183569	0.03493044	22
séroïne	22	0.181818182	835.0588235	197.9562675	0.256135153	17
pogarde	23	0	722.0434783	185.7379577	-0.391216135	23
birapisons	22	0	829.7727273	320.8133906	-0.072039274	22
cotomine	21	0.047619048	745.5555556	238.4102303	-0.248088867	18
marlait	22	0.090909091	853.4736842	173.0026873	0.261020179	19
acepsier	23	0	845.9565217	290.8364861	-0.037322111	23
cidée	23	0.130434783	883	233.1209309	0.337892164	20
sendeperdre	25	0.04	808.2083333	209.6686784	0.072929229	24
phaine	23	0.086956522	873.55	305.2392461	0.211495772	20
auticoup	23	0.043478261	843.8571429	286.5158435	0.378954383	21
retarée	22	0.227272727	1039.625	255.913755	1.245662101	16
voulede	23	0.043478261	686.7272727	251.2743107	-0.579400181	22
auriant	21	0.142857143	803.2777778	174.2735529	0.200209974	18
devecriduisez	23	0.043478261	905.3636364	303.2541831	0.528979243	22
retenlieue	24	0	850.7916667	191.8271367	0.15034145	24
méser	22	0.045454545	734.5238095	163.5459015	-0.005356304	21
grasthme	24	0.041666667	734.5652174	170.6130193	-0.381255155	23
rounataient	25	0.08	821.952381	211.4981031	0.206817364	21
pentraintildeur	22	0.045454545	956.9473684	317.3265885	0.544085135	19
enthouce	22	0	691.0454545	132.4133058	-0.464566975	22
empaquer	22	0.454545455	1048.083333	387.9244206	0.902976658	12
asmiètend	22	0	712.9545455	116.1814989	-0.597234208	22
assissard	23	0	809.0869565	204.7696961	-0.047301929	23
conchetre	24	0.041666667	795.1304348	286.7080086	-0.236310462	23
demier	22	0.045454545	754.7619048	172.4325679	0.130614843	21
pluclile	20	0	723.85	219.4095606	-0.530483447	20
raloitient	22	0.090909091	774.4736842	177.3284362	-0.009636429	19
actrannir	21	0	822.7	202.533454	0.09434125	20
visamire	24	0	709.25	214.5874201	-0.456913589	24
descerre	24	0.208333333	819.4736842	267.0227557	0.134027791	19
falsisacent	22	0.136363636	806.4285714	167.8688656	0.301900936	14
élifort	24	0.041666667	704.4782609	190.2290174	-0.47602006	23
bilesenvre	21	0	802.3333333	285.6671723	-0.325895975	21
vistant	22	0.090909091	918.55	209.024923	0.813273507	20
havifonses	24	0	725.7916667	182.6438633	-0.513327639	24
routourdre	23	0	753.5454545	221.4294959	-0.253950496	22
étrodait	23	0.086956522	865.5238095	205.4822666	0.198448986	21
préfecte	23	0.434782609	1089.166667	322.4476937	1.530745018	12
égrases	17	0	851.3529412	136.778992	0.323320607	17
psuge	18	0	636	121.1489118	-0.846171112	18
tramasien	23	0	824.9565217	242.6376794	0.016694762	23
acendors	22	0.090909091	794.6	187.3871309	0.095231443	20
flaud	19	0.052631579	826.2777778	205.3020173	0.012785191	18
soucréchenivent	22	0.045454545	972.25	260.5720175	0.7686494	20
oblaphes	20	0	806.2	177.7306063	-0.094733858	20
gorde	22	0.090909091	824.05	226.3056794	-0.10823199	20
flanfale	21	0	864.5714286	276.8426577	0.135342797	21
accimour	21	0	673.0952381	116.9473834	-0.643876162	21
aprece	21	0	679.1904762	159.326275	-0.546559117	21
cerlait	23	0.086956522	842.5238095	277.134736	-0.015156626	21
estitour	23	0	712.4545455	125.9666348	-0.562052594	22
tétére	22	0.045454545	811.05	318.5229852	-0.126093161	20
perra	22	0.227272727	766.7058824	188.531418	-0.251359872	17
plamabres	20	0	836.7894737	297.3709952	-0.038228243	19
casuchu	21	0	724.75	119.1208475	-0.540474808	20
larvages	20	0.25	908.6	292.8909597	0.451086651	15
fortoir	24	0.041666667	822.3043478	195.9629916	0.078405849	23
éguerce	24	0.041666667	805.0869565	181.797818	-0.061111943	23
gendetes	20	0.05	741.7894737	138.2492029	-0.280103072	19
gasilors	23	0	720.8695652	184.4363168	-0.42738014	23
maituiduidistile	22	0	913.75	205.7768017	0.717123034	20
reparthéle	22	0	839.5909091	246.9763164	0.218237062	22
maseverlent	24	0.041666667	806.3913043	290.801985	-0.136101912	23
erson	25	0	632	117.8318625	-0.929104641	24
asonché	24	0	783.2916667	243.694834	-0.218303716	24
pascivre	21	0	762.4285714	238.1716968	-0.245639384	21
bralinclatez	23	0	900.4347826	296.8104424	0.259604116	23
êturai	20	0	727.25	153.3231452	-0.201456043	20
débaprédais	22	0	791.5454545	197.162183	0.119182125	22
despuirotislai	22	0.045454545	840.6666667	217.1753516	0.063664061	21
invacote	24	0.083333333	791.8571429	167.2487027	-0.049121195	21
endiasigea	22	0	670.8636364	105.3182458	-0.430780492	22
aimarcindre	23	0.043478261	775.5909091	164.7932786	-0.059401498	22
entel	22	0	741.6363636	146.243289	-0.547129968	22
divrait	21	0.142857143	891.7777778	163.9076338	0.331801568	18
masude	25	0	675.6666667	159.5282902	-0.731255383	24
ticlavonre	22	0	692.7272727	138.69603	-0.420375409	22
dudain	23	0	820	202.9820861	-0.115046667	23
passeiltue	24	0.041666667	825.7826087	219.4184372	-0.093558924	23
altermais	23	0.173913043	877.1052632	283.7864797	0.39633687	19
atroutarais	22	0	922.7272727	291.8369052	0.517417312	22
chancoup	19	0	788.2631579	201.208527	-0.426487778	19
fetonsoirs	25	0	717.72	126.0983479	-0.394430682	25
anétal	19	0.052631579	817.7647059	203.6223617	-0.041750825	17
nanéme	23	0	719.4347826	174.7189499	-0.43108215	23
vifiter	22	0	925.5	348.1946295	0.547022857	22
nousins	23	0.043478261	732.5909091	131.5478038	-0.327690826	22
trabilansé	21	0	865.4285714	187.8759089	0.301862219	21
crisfonce	22	0	742.9545455	185.8156991	-0.340320863	22
sourisisque	25	0.08	911.7391304	292.4226731	0.60376525	23
tapétant	23	0.086956522	883.15	221.2115622	0.552055223	20
adis	21	0.047619048	748.9	155.2451033	-0.320820875	20
nourgnocre	20	0	700.5	146.0542437	-0.530767139	20
rec	22	0.045454545	870.8571429	271.1662379	0.201056215	21
conitits	23	0	771.4347826	196.323672	-0.192050333	23
sidouilse	25	0.04	820.3333333	233.4884164	0.121408273	24
pouleubes	22	0	847.6363636	255.6151395	0.096999736	22
cridondes	24	0	846.5	210.8096194	-0.036485447	24
crainsivec	23	0	749.047619	120.24578	-0.362192723	21
forcher	22	0.181818182	987.7647059	252.1057639	0.60626352	17
ponvec	22	0	650.9090909	134.4211254	-0.748382451	22
concidait	21	0.380952381	1036.666667	393.4107268	1.708638994	9
tivre	23	0.043478261	713.0454545	115.1427591	-0.452524842	22
chelégnait	24	0	842.125	234.960184	0.191870699	24
monciment	24	0.083333333	798.6363636	181.8763435	0.031521168	22
crarde	23	0	806.5217391	217.8917307	-0.017606039	23
charvolsent	22	0	848.3181818	265.8732936	0.158433772	22
denfancée	22	0	840.6190476	164.2012412	0.35932376	21
surranfirase	20	0	834.05	221.8601919	0.091427656	20
conflantre	24	0.041666667	893.7391304	236.4231986	0.609732986	23
popre	23	0.391304348	812.7857143	149.874398	0.417132501	14
trisma	21	0	719.6666667	114.7764494	-0.467027028	21
gasipal	23	0.086956522	796.8095238	269.4829529	-0.025336179	21
fatoquisait	22	0.045454545	874.3333333	341.4033294	0.363243212	21
bamenérer	23	0	749.6956522	184.9755352	-0.245381661	23
constiote	23	0	850.3043478	257.3664587	0.163560744	23
denition	24	0.083333333	898	235.5530473	0.654777532	22
nontenchi	24	0	747.9166667	208.4935442	-0.409960702	24
cartaces	22	0.090909091	926.85	273.7563794	0.582835851	20
murportisent	22	0	854	221.7879725	0.547486474	22
basiblait	25	0	807.9166667	207.0975231	0.433577075	24
omante	21	0.095238095	732.7368421	139.166903	-0.581336923	19
ériapiers	24	0	836.8333333	242.2673095	0.388146102	24
pencite	25	0.04	743.6956522	178.495336	-0.303452784	23
ougre	23	0.043478261	782.2272727	230.9994706	-0.006549597	22
parlua	23	0.043478261	851.0909091	238.4051991	-0.015381841	22
sûriait	21	0.047619048	851	252.3879637	0.345335797	20
délerer	23	0.130434783	841.1666667	204.5256348	0.066854313	18
accrate	24	0.125	747.5238095	195.2779094	-0.20404805	21
détiviverpage	24	0.041666667	849.7826087	268.2974869	0.182049268	23
pierpales	23	0	748.6363636	192.9644787	-0.306567074	22
soufirtoir	22	0	726.4545455	140.0386774	-0.277717183	22
souvertipa	22	0	780.8095238	166.128149	-0.061338129	21
gentipapes	19	0	809.1052632	178.6834242	-0.263745352	19
pressitiché	22	0.090909091	917.3	329.0221717	0.351692492	20
quesprouqué	23	0	804.3043478	232.7551259	-0.136401852	23
rairapiers	19	0.052631579	848.3333333	233.6243843	0.096933644	18
hontôt	20	0	771.0526316	92.16499316	-0.18499022	19
maisempéses	19	0	913.1666667	284.8816576	0.408805014	18
nucorais	24	0	751.6666667	137.598239	-0.354526403	24
dorosait	20	0	805.8	227.0936742	0.147590013	20
frouable	20	0.05	853.2631579	229.4759349	0.246587829	19
rélément	26	0.115384615	861.8636364	216.7426157	0.876657623	22
frapraidant	24	0.041666667	904.5	259.9899796	0.873811273	20
sobinaisjours	24	0	868.8333333	252.9230278	0.209477854	24
provogard	24	0.041666667	936.2608696	273.8631406	0.78668142	23
coltage	25	0.32	914.25	243.4949691	0.643145325	16
ceture	23	0	688	134.6814423	-0.640082037	23
parchivez	23	0.130434783	986.2	334.6589151	0.72794471	20
ivertir	19	0.210526316	833.9333333	270.3623142	0.180924908	15
piervent	19	0.052631579	838.2777778	196.28365	-0.004468182	18
rour	24	0.041666667	700.6521739	187.5271153	-0.586589381	23
havec	25	0	778.92	239.1103162	-0.246155342	25
insorméne	19	0	838.7894737	331.7128241	0.206465146	19
failtenrai	23	0.043478261	801.7142857	195.5768756	-0.115290094	21
aporcéle	21	0	782.7	266.7857607	0.047550765	20
écorit	26	0.076923077	789.173913	162.1168636	-0.141680432	23
vengarait	23	0.173913043	940.1578947	280.8212684	1.108678761	19
prevais	25	0.04	782.5416667	186.9994139	-0.044626686	24
sourventenre	23	0	925.5652174	285.1836452	0.44359434	23
pierrie	22	0.181818182	1007.235294	309.1962422	0.924575082	17
excadre	24	0.041666667	951.4347826	271.0152337	0.790424611	23
déthogard	24	0.083333333	685.8181818	143.1301893	-0.600377606	22
varalu	21	0	749.8095238	261.9877133	-0.405700825	21
sonait	23	0.52173913	890.5	200.5499384	0.919304215	10
étenla	24	0.125	842	168.6994369	0.122296256	21
moseilait	21	0.047619048	764.25	195.4042705	0.001743759	20
pluvise	23	0	820.7391304	232.6619118	-0.045281973	23
liton	20	0.1	730.5294118	159.1379581	-0.287898981	17
sennéta	24	0.041666667	760.1304348	271.7855613	-0.304880206	23
brachappidit	21	0	848.5238095	307.6013035	0.27031563	21
strour	21	0	725.5238095	162.580632	-0.528122335	21
haites	21	0.047619048	792.1052632	191.57676	0.01367635	19
chocrite	23	0	811.6521739	240.7215685	-0.159901589	23
mapiagir	22	0	738.1818182	123.3835045	-0.278915831	22
filtie	23	0.043478261	893.5	234.8597859	0.267033547	22
mélénait	23	0.043478261	821.5909091	170.8844386	-0.032647435	22
aintefida	24	0	752.6666667	231.0086892	-0.348364668	24
bavinant	23	0.130434783	815	165.8648784	0.232325466	20
moinsenvoya	23	0	829.826087	195.3080672	0.006892958	23
fenapeau	20	0	717.15	105.8366542	-0.490169124	20
bronce	24	0.166666667	793.4736842	216.3978765	0.198475414	19
refronts	25	0.12	904.6	305.6297037	0.425015509	20
chense	23	0	697.4347826	129.0696873	-0.659816148	23
channuait	23	0.043478261	718.6363636	154.8653933	-0.312292888	22
coleil	22	0	852.1428571	253.4942377	0.12999135	21
maigames	25	0	816.24	178.6974352	-0.012735886	25
impain	21	0.047619048	762.45	242.6616607	-0.320121848	20
jateuil	23	0	704.5217391	145.5787414	-0.592091084	23
vieilliainer	25	0.12	952.952381	224.7846694	1.138367716	21
mermulantoge	23	0.086956522	744.8571429	191.2224583	-0.100893426	21
rétruit	20	0.3	982.7857143	216.2082965	1.344483608	14
heudonre	20	0	641.95	120.0931546	-0.708302036	20
conné	24	0.375	904.6	210.1318634	0.615223844	15
arsisuitails	25	0	871.32	310.5638313	0.36215155	25
trute	22	0.090909091	829.05	161.1055473	0.357634596	20
rane	22	0.045454545	765.4285714	181.1244245	-0.065679386	21
vavités	20	0	889.5	272.1985537	0.420528718	20
grancible	19	0	810.5789474	268.0365472	-0.101897059	19
chébirent	23	0.043478261	801.2272727	240.1749227	0.084870079	22
élangretsant	25	0	1000.44	287.5642073	0.874187764	25
noucun	26	0.038461538	742.44	161.3838798	-0.412541673	25
nasavoir	22	0.045454545	816.6190476	187.0030685	-0.102130805	21
fautusayait	21	0	822.85	223.5795573	0.195899828	20
perconfants	25	0	823.6086957	188.5330304	0.180431994	23
sensergaçon	23	0	806.3043478	255.1196573	-0.235716626	23
macrepousté	24	0	776.8333333	176.3688493	-0.109603487	24
jueur	21	0.095238095	840.9473684	200.1472996	0.346053582	19
cacines	24	0	832.0833333	198.7631137	0.263964639	24
annais	19	0.157894737	797.875	250.0546274	0.192311723	16
bochubre	24	0.083333333	817.2727273	248.9054481	-0.119313244	22
pabossé	22	0.045454545	859.7619048	302.4603949	-0.002260762	21
paulareur	23	0	910.3043478	341.7768324	0.202809369	23
envanlait	24	0.125	901.95	253.4574552	0.44438795	20
séporquel	22	0.045454545	741.2380952	224.4956358	-0.336260724	21
acheur	24	0.041666667	836.0909091	248.7526806	0.150899146	22
divere	23	0.130434783	861.3	223.5284275	0.291350946	20
rignivec	24	0.041666667	705.4285714	242.271247	-0.661438096	21
bargasez	22	0.045454545	854.7142857	262.5808719	0.181338736	21
donvait	21	0.047619048	779.4	178.8284682	-0.071187992	20
spapt	20	0.05	665.4210526	144.8141782	-0.680287687	19
cernier	23	0.130434783	901.4	205.5793866	0.808493222	20
enlibéis	25	0	874.12	175.9070114	0.227980942	25
toufrayance	25	0	810.8	246.8197723	0.192836335	25
voumateuil	24	0	782.1666667	249.8567706	-0.252983957	24
torrais	25	0.04	712.2083333	91.89406906	-0.351110969	24
alibats	23	0.043478261	852.9545455	250.6233139	0.213612598	22
persuteuil	24	0	769.0416667	146.1641362	-0.338678955	24
truit	22	0.136363636	860.7222222	223.3869778	0.616717072	18
délibre	24	0.333333333	874.4	220.0856327	0.755482058	15
dettource	23	0	856.9130435	292.7175047	0.047889995	23
homda	22	0	729.8636364	151.2277675	-0.497229359	22
osares	23	0	708	159.8544793	-0.401498049	23
laismatait	22	0	756.4761905	207.4903899	-0.190757413	21
mettatémonsai	24	0.041666667	871.5652174	298.4378763	0.146945513	23
trouletre	24	0	726.5416667	146.2671704	-0.310931541	24
conbotion	24	0	766.9166667	287.9518252	-0.133047519	24
chamugner	19	0	806.9444444	232.350261	-0.244499356	18
infible	22	0.045454545	876.65	256.0259598	0.389452049	20
amannion	22	0.045454545	745.5238095	185.7567278	-0.334335097	21
jarant	24	0.25	842.2777778	199.6950044	0.071191786	18
contennée	19	0.157894737	917.5625	309.1519516	0.680364948	16
douquansait	22	0	827.5	289.6026424	0.005265832	22
chersonciers	22	0.045454545	763.3809524	215.932044	-0.161155711	21
polune	24	0	802.75	196.5525154	-0.103316527	24
nogartergneule	22	0	760.9090909	187.9627392	-0.122921276	22
inteines	23	0	829.6086957	246.1438491	0.057290944	23
vitrise	24	0.041666667	856.826087	201.8250034	0.314103295	23
pirque	19	0	725.6315789	145.1452187	-0.494202762	19
laparpalm	24	0	730.125	202.7693726	-0.481822332	24
nomploit	22	0.045454545	720.2857143	199.388852	-0.262959965	21
pengouterrent	23	0	879.9565217	264.6928715	0.308928744	23
liprenraprès	25	0	751.0833333	184.8505664	-0.059484686	24
strouche	22	0	756.5454545	161.1124208	-0.406339053	22
ballisé	24	0.666666667	955.5	219.0355483	1.022490833	8
jâche	21	0.333333333	804.5	162.4233547	0.574458911	14
refrantre	24	0.041666667	809.5217391	204.337259	-0.04903868	23
plaibrase	22	0	829.3181818	182.13166	0.098724135	22
pleutimais	21	0.047619048	808.05	259.7550415	-0.067454596	20
noiveau	25	0.04	712.75	134.1641597	-0.403134204	24
prémasuires	22	0.045454545	911.7619048	259.0731373	0.493251263	21
vaciteur	23	0.173913043	854.4210526	237.2964194	0.301120663	19
brasque	23	0.043478261	926.7727273	216.9605915	0.701542803	22
eflaition	24	0.041666667	767.8181818	144.7005566	0.046979474	22
jarie	23	0	733.0434783	145.2651113	-0.454467291	23
aterfondions	25	0	828.28	173.2518687	0.058300965	25
nodinirs	22	0	737.8636364	135.2705562	-0.416782254	22
vécisafélard	21	0	963.75	349.3140459	0.508968494	20
carquine	24	0.125	838	153.4299086	0.046431346	20
orsaché	22	0	738.0909091	175.4696851	-0.333636525	22
pouture	24	0.083333333	843.6818182	274.3783253	0.129931208	22
astal	22	0.181818182	688.7777778	150.7848313	-0.532004931	18
éverter	25	0.08	821.4782609	158.2807832	0.106745776	23
souclaturaient	23	0	926.5	242.6902298	0.649859159	22
fugnisonrir	24	0.041666667	824.2272727	200.408614	0.095127642	22
prengrise	23	0.043478261	776.0454545	216.1867529	-0.40793897	22
sicher	22	0	760.6818182	211.1003793	-0.136197138	22
fanueles	21	0	711.55	227.1374439	-0.499711075	20
vifier	23	0.086956522	870.7619048	208.3566425	0.275182037	21
insesapuyés	21	0	951.7368421	244.4246855	0.860578359	19
ausantenvertires	22	0.045454545	882.1428571	186.4640141	0.400881899	21
nourtemain	22	0	739.4285714	206.7108056	-0.238464147	21
aclairait	22	0.090909091	873.3888889	120.0667162	0.659946168	18
chagarla	22	0.045454545	797.1904762	186.2322794	-0.144899887	21
charpréle	24	0	865.5217391	281.9483946	0.135128648	23
réciévennere	23	0.043478261	993.3181818	316.4253295	0.636682172	22
pleucenfrir	22	0.045454545	763.9047619	182.7238093	-0.366335283	21
présurtueux	20	0.15	1041.8	254.027895	1.282217945	15
souffanleil	24	0	796.3913043	184.8760615	-0.037645813	23
feuve	23	0.043478261	805.6818182	158.8318627	0.016034869	22
aitentait	22	0.045454545	977.6190476	278.9253442	0.802786291	21
dessons	24	0	832.3043478	164.5350017	0.193515953	23
adais	20	0.05	749.1578947	160.9427998	-0.185243464	19
oplectraient	23	0	799.3478261	262.0460766	0.042065261	23
alchisi	23	0.043478261	645.8181818	91.98790623	-0.732316076	22
forbi	22	0.090909091	703.5	156.271188	-0.430022708	20
moncomprit	23	0	845.6	221.4353654	0.465809065	20
sersaudent	23	0	808.8695652	250.6171119	-0.002152781	23
mableaux	23	0.043478261	787.8181818	159.6515958	-0.095577482	22
trésonte	23	0.086956522	786.7619048	223.3458987	-0.289849139	21
chrinthe	23	0.043478261	734.2272727	163.1642269	-0.336204384	22
che	19	0.052631579	900.1111111	256.8116474	0.523479888	18
